"Cannot recognize image extension.",画像の拡張子を認識できません。
"Cannot render error message!",エラーメッセージを表示できません！
"Cannot retrieve shipping rates",配送レートを取得できませんでした。
"Cannot save attribute",属性は保存できません
"Cannot save attribute %1","属性 %1は保存できません"
"Cannot save attributeGroup",属性グループは保存できません
"Cannot save backup. The reason is: Utility lsof not found","バックアップを保存できません。その理由は：ユーティリティlsofが見つかりません"
"Cannot save comment:\n%1","コメントを保存できません:\n%1"
"Cannot save product.",商品保存できません。
"Cannot save shipment.",配送伝票を保存できません。
"Cannot save titles",タイトルは保存できません
"Cannot save track:\n%1","トラックを保存できません:\n%1"
"Cannot send shipment information.",送付情報を送ることができません。
"Cannot set root directory.",ルートディレクトリを設定できません。
"Cannot set shipping method. %1","発送の方法を設定できません %1"
"Cannot specify product.",商品を特定できません。
"Cannot switch into given mode ""%1""","与えられたモード ""%1"" にスイッチできません"
"Cannot unassign status from state",ステートからステータスのアサインを外すことはできません
"Cannot update item quantity.",商品点数を更新できません。
"Cannot update row: a foreign key constraint fails","行を更新できません：外部キー制約が失敗します"
"Cannot write to the ""%1"" file. %2","""%1"" ファイルに書き込みできません。 %2"
"Cant create backups directory",バックアップディレクトリを作成できません
"Cap Reward Points Balance At",ポイント残高の上限は
"Capitalization of class name '%1' does not match expected '%2'","クラス名 '%1'の大文字と小文字が予想した '%2'と一致しません"
Capture,計上
"Capture Offline",オフライン計上
"Capture Online",オンライン計上
Captured,捕獲された
"Captured amount of %1 online.","%1をオンラインで売上確定しました。"
"Card BIN or authorization risk. Risk factors a e related to credit card BIN and/or card authorization checks","カードBINまたは認証リスク。リスク要因は、クレジットカードのBINおよび/またはカードの承認チェックに関連しています"
"Card Code Response",カードコードレスポンス
"Card Number",カード番号
"Card Security Code Does Not Match",カードセキュリティコードはマッチしません
"Card Verification Number",セキュリティコード
"Card Verification Number Visual Reference",カード確認番号の参考画像
"Card expiry date",カード有効期限
"Card number",カード番号
Carrier,配送業者
"Carrier Title",キャリアタイトル
"Carrier with such method not found: %1, %2","その手法のキャリアが見つかりません: %1, %2"
Carrier/Method,配送業者・配送方法
Carrier:,配送業者:
"Cart %1 does not contain item %2","カート%1にアイテム%2が含まれていません"
"Cart %1 doesn't contain item  %2","カート%1は商品 %2を含みません"
"Cart %1 doesn't contain products","カート %1 は商品を含んでいません"
"Cart Attribute",カート属性
"Cart Item Attribute",カートアイテム属性
"Cart Line Items",カートの中の商品
"Cart Price Rule",カート価格ルール
"Cart Price Rules",クーポン
"Cart Subtotal",小計
"Cart contains virtual product(s) only. Shipping address is not applicable.","カートには仮想商品しかありません。発送住所は適用できません。"
"Cart contains virtual product(s) only. Shipping method is not applicable.","カートには仮想商品しかありません。発送方法は適用できません。"
Carts,カート
"Case Sensitive",大文字小文字を区別する
"Cash On Delivery Payment",代引き支払
Catalog,カタログ
"Catalog Advanced Search",詳細な検索
"Catalog Attributes",カタログ属性
"Catalog Categories",カテゴリ
"Catalog Category Link",カテゴリリンク
"Catalog Category Page",カタログカテゴリページ
"Catalog Category Permissions",カタログカテゴリ権限
"Catalog Event Information",カタログイベント情報
"Catalog Events",カタログイベント
"Catalog Events Carousel",カタログイベントカルーセル
"Catalog Events Carousel Default Template",カタログイベントカルーセル標準テンプレート
"Catalog Input Type for Store Owner",店舗管理者のカタログ入力形式
"Catalog New Products List",新着商品リスト
"Catalog Price Rule",カタログ価格ルール
"Catalog Price Rules",カタログ価格ルール
"Catalog Price Scope",カタログ価格スコープ
"Catalog Prices",カタログ価格
"Catalog Product Link",商品リンク
"Catalog Product Page",カタログプロダクトページ
"Catalog Product Permissions",カタログ製品のアクセス許可
"Catalog Product Rule",カタログ商品ルール
"Catalog Product Tax Classes",カタログ商品税区分
"Catalog Product Templates",カタログ製品テンプレート
"Catalog Products",カタログ商品
"Catalog Products List",カタログ商品リスト
"Catalog Promotions Related",関連するカタログプロモーション
"Catalog Ratings",カタログ評価
"Catalog Reviews",カタログレビュー
"Catalog Rewrites",カタログ書き換え
"Catalog Rule Product",カタログルール商品
"Catalog Search",商品検索
"Catalog Section",カタログセクション
"Catalog rule indexing failed. See details in exception log.","カタログルールの索引付けに失敗しました。例外ログの詳細を参照してください。"
"Catalog, Search","カタログ, 検索"
Categories,カテゴリ
"Categories Options",カテゴリオプション
Category,カテゴリ
"Category ""%1"" has not been created.","カテゴリ ""%1 ""は作成されていません。"
"Category Eav Attributes",カテゴリEav属性
"Category Flat Data",カテゴリフラットデータ
"Category ID",カテゴリID
"Category ID '%1' not found","カテゴリID '%1'が見つかりません"
"Category Image",見出し画像
"Category Information",カテゴリ情報
"Category Link Block Template",カテゴリリンクブロックテンプレート
"Category Link Inline Template",カテゴリリンクインラインテンプレート
"Category Name",カテゴリ名
"Category Page",カテゴリページ
"Category Permissions",カテゴリ権限
"Category Permissions Section",カテゴリ権限セクション
"Category Products",カテゴリの商品
"Category Top Navigation",カテゴリTOPナビゲーション
"Category URL Suffix",カテゴリURL拡張子
"Category View Optimization",カテゴリ表示最適化
"Category does not contain specified product",カテゴリは指定された商品を含みません
"Category is not available for requested store.",要求されたストアにてカテゴリは有効ではありません。
"Category rules applied",適用されるカテゴリルール
"Category rules validation failed",カテゴリルールの検証に失敗しました
Category:,カテゴリ:
Center,中央
Centimeters,センチメートル
Change,変更
"Change Billing Address",ご連絡先住所変更
"Change Email",メールアドレスを変更
"Change Email and Password",メールアドレスとパスワードを変更する
"Change Encryption Key",暗号化キーを変更
"Change Password",パスワード変更
"Change Shipping Address",配送先住所変更
"Change Status",ステータス変更
"Change indexer mode",インデクサーモードを変更する
"Change shipping method.",配送方法を変更します。
"Change status",ステータス変更
"Changes have been made to this section that have not been saved.",保存されていないこのセクションに変更がおこなわれました。
"Changing address information will not recalculate shipping, tax or other order amount.","住所情報を変更しても、配送料金や税金、その他の情報は変更されません。"
Chapter,チャプター
Chapter/Section,"チャプター/セクション"
Charge-off,処理費用
Chargeback,取り消し
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","チャートが無効です。チャートを有効にするには、 <a href=""""%1"""">ここ</a>をクリックしてください。"
"Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in."," &quot;覚えておく&quotをチェック; サインインしてなくてもこのコンピューターのショッピングカートにアクセスするには"
"Check 'Remember Me' to access your shopping cart on this computer even if you are not signed in.","サインインしていなくてもこのコンピュータのショッピングカートにアクセスするには　'Remember Me' をオンにします"
"Check / Money Order","小切手 / 現金支払"
"Check Data",データチェック
"Check Gift Card status and balance",ギフトカードのステータスと残高を確認
"Check Out with Multiple Addresses",複数の住所でチェックアウト
"Check here to link an RSS feed to your Wish List.",RSSフィードとあなたのほしい物リストをリンクするにはここをチェックしてください。
"Check items to add to the cart or",チェックした商品をカートに入れるか
"Check out faster",より早くご購入
"Check out now and earn %1 for this order.","今すぐチェックアウトし、このオーダーで%1を獲得してください。"
"Check status and balance",ステータスと残高を確認
"Check the status of orders",注文のステータスを確認
Checkbox,チェックボックス
"Checkbox Text",チェックボックスのラベル
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","確認した行: %1, 確認したエンティティ: %2, 無効な行: %3, 総エラー: %4"
Checkout,レジに進む
"Checkout Cart Page",チェックアウトカートページ
"Checkout Conditions",購入条件
"Checkout Options",購入オプション
"Checkout Terms and Conditions",購入契約条件
"Checkout Totals Sort Order",合計表示順
"Checkout Type",チェックアウトタイプ
"Checkout agreement with specified ID ""%1"" not found.","指定された ID ""%1"" の購入合意は見つかりませんでした。"
"Checkout out as a new customer",会員登録して購入する
"Checkout out using your account",ご登録済みのアカウントでご購入
"Checkout with PayPal",PayPalでチェックアウト
"Child Transactions",子トランザクション
"Child product does not have attribute value %1","子プロダクトには属性値%1がありません"
"Child with specified sku: ""%1"" already assigned to product: ""%2""","SKUで指定されたChild: ""%1"" すでに商品: ""%2"" にアサインされています。"
"Choose Affected Attribute Set",影響ある属性セットを選択してください
"Choose Report Groups",レポートグループの選択
"Choose Store View:",ストアビューを選択:
"Choose Website:",ウェブサイトを選択:
"Choose a color",色を選択
"Choose a different Product",別の商品を選択してください
"Choose a new product to delete and replace the current product configuration.","新しい製品を選択して、現在の製品構成を削除して交換します。"
"Choose a secure bundled payment solution for your business.",あなたのビジネス用の安全なバンドル支払方法を選択してください。
"Choose a selection...",選択してください...
"Choose an Amount...",額を選択してください...
"Choose an Option...",オプションを選択してください...
"Choose existing Attribute Set",属性セットを選択
"Choose existing category.",既存のカテゴリを選択してください。
"Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos.","購入者のIPアドレスを注文/請求/配送/返金の各データに表示してよいか指定してください。"
"Choose...","選択してください..."
Circle,白丸
"Circular-reference in theme inheritance detected for ""%1"""," ""%1""のテーマ継承にサーキュラーリファレンスを検知しました"
City,市区町村
"Class name and class type",クラス名とクラスタイプ
Clean,クリーン
"Clean Now",今すぐクリーニング
"Cleanup Probability",クリーンアップ頻度
"Cleanup Settings",クリーンアップ設定
Clear,クリア
"Clear All",すべてクリア
"Clear Persistence on Sign Out",サインアウト時にパーシステンスをクリア
"Clear Price",クリア価格
"Clear Shopping Cart",ショッピングカートをクリア
"Clear my shopping cart",ショッピングカートをクリアする
"Click ""Save"" to apply the rates we found.","""保存""をクリックして取得した為替レートを適用してください。"
"Click <a href=""%1"">here</a> if nothing has happened"," 何も起きなかった場合、<a href=""%1"">ここ</a> をクリックしてください"
"Click <a href=""%1"">here</a> to continue shopping."," <a href=""%1"">ここ</a>をクリックしてお買い物を続けて下さい"
"Click <a href=""%1"">here</a> to see the review.","<a href=""%1"">ここ</a>をクリックしてリビューをみる。"
"Click Details for more required fields.","さらに必要なフィールドについては、「詳細」をクリックします。"
"Click for price",クリックして価格を表示
"Click here",ここをクリック
"Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings."," <a href=""%1"">税設定</a>ここを押して設定を変更してください"
"Click here to stop alerts for this product.",この商品のアラートを止めるにはここを押して下さい。
"Click on the code(s) above to redeem them into Store Credit.",上のコードをクリックすると、それらを店舗クレジットに交換することができます。
"Click on the link to <a href=""%1"">ignore this notification</a>","<a href=""%1"">この通知を無視する</a>リンクをクリックしてください"
"Click to change shipping method",クリックして配送方法を変更
"Client side less compilation",クライアントサイドlessコンパイル
"Clone category ID(s)",クローンカテゴリID
Close,閉じる
"Close Window",ウインドウを閉じる
Closed,クローズド
Code,コード
"Code Dump",コードダンプ
"Code Format",コードフォーマット
"Code Length",コード長さ
"Code Pool used: ","使用されたコードプール: "
"Code Pool used: <b>%1%</b> (free <b>%2</b> of <b>%3</b> total). Generate new code pool <a href=""%4"">here</a>.","使用されたコードプール: <b>%1%</b> (合計 <b>%3</b>のうち無料<b>%2</b>)。新しいコードプールを生成するため <a href=""%4"">ここ</a>を押してください。"
"Code Prefix",コードプレフィックス
"Code Suffix",コードサフィックス
Collapse,畳む
"Collapse All",すべて折りたたむ
"Collection data files",コレクションデータファイル
"Collection provider is not registered",コレクションプロバイダーは登録していません。
"Collections Data",コレクションデータ
"Color Attribute Code",色属性コード
"Color Order",カラーオーダー
"Column ""%1"" not found","列 ""%1""が見つかりません"
"Column %1","列 %1"
Combined,複合
"Coming Soon",近日公開
"Comma separated",コンマ区切り
Comma-separated,カンマ区切り
"Comma-separated list of synonyms. The terms entered (separated by commas) will be used as an “OR” search query to search your entire store. For example, if you enter “shoes,footwear”, and user were to search for ""shoes"", the search results will include any product or content with term “shoes"" or ""footwear.”","コンマで区切られた同義語のリスト。入力された（コンマで区切られた）用語は、 OR""検索クエリとして使用され、ストア全体を検索します。たとえば、“shoes","footwear”を入力し、ユーザーが""shoes""を検索する場合、検索結果には""shoes"" または ""footwear""という用語の製品またはコンテンツが含まれます。"
Comma-separated.,コンマ区切り
"Command %1 does not exist.","コマンド %1 は存在しません"
"Command Executor for %1 is not defined.","%1のコマンド実行プログラムは定義されていません。"
"Command returned non-zero exit code:\n`%1`","コマンドがゼロ以外の終了コードを返しました:\n`%1`"
Comment,コメント
"Comment Text",コメントテキスト
"Comment added",コメント追加済み
Comment:,コメント:
"Comment: %1<br/>","コメント: %1<br/>"
"Comment: %comment","コメント: %comment"
Comments,コメント
"Comments History",コメント履歴
Commercial,商用
Communications,コミュニケーション
"Community Edition",コミュニティエディション
Company,会社名
Comparable,比較可能
"Comparable on Storefront",比較リストで使用
Compare,比較する
"Compare Products",商品の比較
"Compared Product Images Only Template",商品比較画像のみテンプレート
"Compared Product Names Only Template",商品比較名前のみテンプレート
"Compared Products Grid Template",商品比較グリッドテンプレート
"Compared Products Images and Names Template",商品比較画像と名前テンプレート
"Compared Products List Template",商品比較リストテンプレート
"Compatible File Extensions",互換性のあるファイル拡張子
"Compatible file extensions to upload",アップロードする互換性のあるファイル拡張子
"Compilation from source: ","ソースからのコンパイル: "
Complaint,異論
Complete,完了
"Concurrent session information:","同時セッション情報:"
Condition,条件
"Condition Name",条件
"Condition type ""%1"" is not allowed","コンディションタイプ ""%1"" は許可されていません"
"Condition type is unexpected",条件タイプが予期しないものです
Conditions,条件
"Conditions (don't add conditions if rule is applied to all products)","条件 (ルールが全ての商品に適用される場合は条件を追加しないでください)"
"Conditions Combination",条件の組み合わせ
"Conditions combination",条件の組み合わせ
"Config form fieldset clone model required to be able to clone fields",フィールドセットからの複製モデルはフィールドの複製ができることが必要です。
"Configurable Product Image",コンフィグ商品の画像
"Configurable products allow customers to choose options (Ex: shirt color).
            You need to create a simple product for each configuration (Ex: a product for each color).","コンフィグ製品により、顧客はオプション（例：シャツの色）を選択できます。
            各構成（例：各色の製品）ごとにシンプル製品を作成する必要があります。"
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).","コンフィグ製品により、顧客はオプション（例：シャツの色）を選択できます。各構成（例：各色の製品）ごとにシンプル製品を作成する必要があります。"
Configuration,設定
"Configuration must have specified attributes",設定は属性を指定しなければなりません
Configurations,設定
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","ダウンロード可能なファイルを持つ標準製品の構成は作成できません。構成を作成するには、まずダウンロード可能なすべてのファイルを削除します。"
Configure,構成
"Configure Product",商品を構成する
"Configure and Add to Order",オプションを選択して追加する
Confirm,承認
"Confirm New Password",新パスワード確認
"Confirm Password",パスワード確認
"Confirm Your Account",アカウントを確認してください
"Confirmation Email Sender",確認メール送信者
"Confirmation Email Template",確認メールテンプレート
"Confirmation Link Email",確認リンクEメール
"Confirmation Not Required",確認は不必要です
"Confirmation Required",確認が必須です
Confirmed,確認
"Confirmed email",Eメール確認
"Confirmed email:","確認メール:"
"Connect Manager",コネクトマネージャー
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","お客様がサイトから離れることなく料金を支払うPCI対応のゲートウェイを使用して、マーチャントアカウントを接続します。 （<u>エクスプレスチェックアウトを含む</u>）"
"Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","あなたのサイトを離れることなく顧客が支払うことができる完全にカスタマイズ可能なゲートウェイでマーチャントアカウントを接続します。 （<u>エクスプレスチェックアウトを含む</u>）"
"Connecting to server",サーバに接続中
"Connection Timeout in Seconds",タイムアウトとみなす時間
"Connection Type",接続タイプ
"Connection failed! Test again?","接続に失敗しました！もう一度テストしますか？"
Constant,不変
"Constant Value",定数
"Constraint ""%1"" references table that does not exist.","制約 ""%1""は存在しないテーブルを参照しています。"
"Construction problem.",構築問題。
"Consumer ""%consumer"" has not connection.","コンシューマ ""%consumer""は接続していません。"
"Consumer %consumer_id is not authorized to access %resources","コンシューマ%consumer_idは%resourcesにアクセスする権限がありません"
"Consumer Key",消費者キー
"Consumer Secret",消費者の秘密
"Consumer Settings",顧客設定
"Consumer is not authorized to access %1","顧客は %1にアクセスする権限がありません"
"Consumer is not authorized to access %resources","コンシューマは%resourcesにアクセスする権限がありません"
"Consumer key has expired",コンシューマーキーは期限が切れました
"Consumer key is not the correct length",顧客キーは正しい長さではありません
"Consumer with ID '%1' does not exist.","ID '%1'の顧客は存在しません"
"Contact Email Address",連絡先メールアドレス
"Contact Form",コンタクトフォーム
"Contact Information",連絡先情報
"Contact Name",連絡先氏名
"Contact Us",お問い合わせ
Contacts,コンタクト
"Contacts Section",連絡先セクション
Container,コンテナ
"Container Id",コンテナID
Contains,含有
Content,コンテンツ
"Content Heading",コンテンツヘッダ
"Content Height",高さ
"Content Height (css)","高さ (css)"
"Content Management",コンテンツ管理
"Content Type",コンテントタイプ
"Content-Type header is empty.","Content-Type ヘッダーは空です"
"Content-Type header is invalid.","Content-Type ヘッダーは無効です。"
Contents,内容
"Contents of %s could not be loaded or is empty","%sのコンテンツはロードできなかったか空です。"
"Contents of a Static Block",静的ブロックのコンテンツ
Continue,続ける
"Continue Processing",処理継続中
"Continue Shopping",お買い物を続ける
"Continue to Billing Information",ご請求先情報へ
"Continue to PayPal",PayPalに進む
"Continue to Worldpay",ワールドペイへ進む
Conversion,変換
"Conversion Color",コンバージョンカラー
"Conversion Color value is not valid ""%1"". Please set hexadecimal 6-digit value.","コンバージョンカラー値""%1""は無効です。 6桁の16進法値で設定してください"
"Conversion Format",コンバージョンフォーマット
"Conversion ID","コンバージョン ID"
"Conversion Id value is not valid ""%1"". Conversion Id should be an integer.","コンバージョンID値""%1""が有効ではありません。コンバージョンID値は整数でなければなりません"
"Conversion Label",コンバージョンラベル
"Conversion Language",コンバージョン言語
"Conversion Rate",コンバージョン率
"Conversion Rate Report",コンバージョン率レポート
"Conversion Value",コンバージョン値
"Conversion Value Type",コンバージョン値タイプ
Conversions,コンバージョン
"Convert to Plain Text",プレーンテキストに変換
"Converter [%name] must implement Magento\Framework\Config\ConverterInterface","コンバータ[%name] はMagento\Framework\Config\ConverterInterfaceを実装する必要があります"
"Converting Invitation to Customer",友人を紹介した際の加算ポイント
"Converting Invitation to Order",紹介した友人が購入した際の加算ポイント
"Cookie (unsafe)","Cookie (安全ではない)"
"Cookie Domain",Cookieドメイン
"Cookie Lifetime",Cookieの有効期限
"Cookie Path",Cookieパス
"Cookie Restriction Mode",Cookie制限モード
"Cookie name cannot be empty and cannot contain these characters: =,; \\t\\r\\n\\013\\014","Cookie名は空ではなく、これらの文字を含むことはできません: =,; \\t\\r\\n\\013\\014"
Copy,コピー
"Copy Data from",データのコピー元
"Copy Selected to Wish List",ほしい物リストに選択コピー
"Copy of %1",%1のコピー
"Copy to Wish List",ほしい物リストにコピー
Copyright,コピーライト
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. All rights reserved."
"Copyright © 2016 Magento. All rights reserved.","Copyright © 2016 Magento. All rights reserved."
"Core Admin Events",コア管理イベント
"Core Configurable Cron Jobs",コア設定可能なCronジョブ
"Core Crontab Events",コアCrontabイベント
"Core Doc Events",コアDocイベント
"Core Frontend Events",コアフロントエンドイベント
"Core Global Cron Jobs",コアグローバルCronジョブ
"Core Global Events",コアグローバルイベント
"Core REST Events",コアRESTイベント
"Core SOAP Events",コアSOAPイベント
"Corrupted Categories Data",破損したカテゴリデータ
"Could not add gift card code",ギフトカードコードを追加できませんでした
"Could not add gift message to order's item: ""%1""","注文アイテム: ""%1""にギフトメッセージは追加できませんでした"
"Could not add gift message to order: ""%1""","注文にギフトメッセージを追加できませんでした: ""%1"""
"Could not add gift message to shopping cart",ショッピングカートにギフトメッセージを追加できません
"Could not apply coupon code",クーポンコードは適用できません
"Could not assign product ""%1"" to websites ""%2""","ウェブサイト%2にて製品 ""%1""をアサインできませんでした"
"Could not cancel creditmemo",クレジットメモをキャンセルできませんでした
"Could not create a directory.",ディレクトリを作成できませんでした。
"Could not delete coupon code",クーポンコードは削除出来ませんでした
"Could not delete credit memo",クレジットメモを削除出来ませんでした
"Could not delete gift card from quote",見積もりからギフトカードを削除できませんでした
"Could not delete order address",注文住所を削除できませんでした。
"Could not delete shipment",配送を削除できませんでした
"Could not delete the page: %1","ページを削除できませんでした: %1"
"Could not establish FTP connection, invalid host or port","FTPコネクションが確率できませんでした、無効なホストあるいはポート"
"Could not find an implementation type for connection ""%name"".","接続 ""%name""の実装タイプを見つけることができませんでした。"
"Could not get preview image information. Please check your connection and try again.","プレビュー画像情報を得られませんでした。 接続を確認して再度お試し下さい。"
"Could not locate schema: '%1' at '%2'","スキーマを見つけることが出来ませんでした: '%1' の '%2'"
"Could not move category",カテゴリを移動できませんでした
"Could not ping search engine: %1","検索エンジンにpingできませんでした: %1"
"Could not read config file",コンフィグファイルが読めません
"Could not rebuild index for empty products array","空の製品配列があるため、インデックスを再構築できませんでした"
"Could not remove custom option",カスタムオプションを削除できませんでした
"Could not remove item from quote",商品をクオートから削除出来ませんでした
"Could not save",保存できません
"Could not save a Creditmemo, see error log for details","クレジットメモを保存できませんでした。詳細はエラーログを参照してください"
"Could not save a shipment, see error log for details","出荷データを保管できませんでした。詳細はエラーログを参照してください。"
"Could not save an invoice, see error log for details","請求書を保存できませんでした。詳細はエラーログを参照してください"
"Could not save category: %1","カテゴリは保存できませんでした: %1"
"Could not save child: ""%1""","childを保存できませんでした: ""%1"""
"Could not save credit memo",クレジットメモを保存できませんでした
"Could not save group price",グループ価格を保存でいません
"Could not save option",オプションを保存できません
"Could not save order address",注文住所を保存できませんでした
"Could not save product ""%1"" with position %2 to category %3","商品 ""%1"" を %2の位置で %3のカテゴリに保存出来ませんでした。"
"Could not save product ""%1"" with websites %2","ウェブサイト%2にて製品 ""%1""を保存できませんでした"
"Could not save product ""%product"" with position %position to category %category","カテゴリ%categoryへのポジション%positionの商品""%product""は保存できませんでした"
"Could not save quote",クオートを保存できませんでした
"Could not save shipment",配送を保存できませんでした。
"Could not save the page: %1","ページを保存できませんでした: %1"
Count,カウント
"Countdown Ticker",カウントダウンティッカー
"Countries Payment Applicable From",国支払申し込みフォーム
Country,国
"Country Options",国オプション
"Country Specific Credit Card Types",国別特定クレジットカードタイプ
"Country Specific Settings",国別特定設定
"Country and Format Type combination should be unique",国とフォーマットタイプの組み合わせはユニークである必要があります
"Country comparison check",国比較チェック
Country/State,都道府県
Coupon,クーポン
"Coupon Code",クーポンコード
"Coupon Qty",クーポン数量
"Coupon Redemption",クーポン償還
"Coupon Use Limit",クーポン使用限度額
"Coupon Use Per Customer",カスタマーごとのクーポン使用
"Coupon code is not valid",クーポンコードは無効です
"Coupon with the same code",同じコードのクーポンがあります
Coupons,クーポン
"Coupons Report",クーポンレポート
"Coupons Usage Report",クーポン使用レポート
Coupons/Discounts,"クーポン/ディスカウント"
Create,作成
"Create Backup",バックアップ作成
"Create Billing Address",請求先住所を作成
"Create Category",カテゴリ作成
"Create Configurations",設定を作成
"Create Customer",顧客を作成する
"Create DB Backup",データベースバックアップを生成
"Create Folder",フォルダーを作成する
"Create Folder...",フォルダを作成...
"Create Gift Registry",ギフトレジストリを作成する
"Create New Account Options",新規アカウント作成オプション
"Create New Attribute",新規属性作成
"Create New Campaign",新しいキャンペーンを作成する
"Create New Customer",新規顧客作成
"Create New Customer Account",新規顧客アカウントを作成
"Create New Option",新しいオプション作成
"Create New Order",注文新規作成
"Create New Order Status",新しい注文ステータスを作成
"Create New Order for %1","%1 のために新規注文作成"
"Create New Order for %1 in %2","%2の%1のために新規注文作成"
"Create New Order for New Customer",新規顧客の注文を新規作成する
"Create New Order in %1","%1で新しい注文を作成する"
"Create New RMA",新しいRMAを作成
"Create New RMA for %1","%1の新しいRMAを作成する"
"Create New RMA for %1 in %2","%2に%1の新しいRMAを作成する"
"Create New Return",新しい返品を作成
"Create New Status",新しいステータスを作成
"Create New Value",新しい値作成
"Create New Wish List",新しいほしい物リストを作成する
"Create Newsletter Template",新しいメールテンプレートを作成
"Create Order",注文作成
"Create Packages",パッケージを作成
"Create Permanent Redirect for URLs if URL Key Changed",URLが変更されたら恒久的なリダイレクト設定を作成する
"Create Permanent Redirect for old URL",古いURLに対する恒久的なリダイレクトを作成する
"Create Product Configurations",商品設定をしてください
"Create Returns",返品を登録する
"Create Shipment",配送伝票作成
"Create Shipping Address",発送先住所を作成
"Create Shipping Label",配送ラベルを作成
"Create Shipping Label...","配送ラベルを作成..."
"Create Store",店舗を作成
"Create Store View",ストアビューを作成
"Create System Report",システムレポートの作成
"Create URL Rewrite:",URL書換作成:
"Create Website",ウェブサイトを作成
"Create an Account",アカウント作成
"Create an account on our site now and earn %1.","今すぐサイトにアカウントを作成し、%1を獲得してください。"
Create...,"作成..."
Created,作成済
"Created At",作成日
"Created For:","作成者:"
"Created On",作成日
"Created billing agreement #%1.","支払契約を作成 #%1."
"Created on",作成日
Created:,"作成日:"
"Created: %1, Updated: %2, Deleted: %3","作成: %1, アップロード: %2, 削除: %3"
"Creating an account has many benefits:",アカウントを作成いただくと、多くのメリットがあります:
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","会員登録いただくと、次のメリットがあります: 簡単にご購入いただけます、ご住所の登録ができます、ご注文内容をあとから確認いただけます。"
Creative,クリエイティブ
Credit,クレジット
"Credit Card Information",クレジットカード番号
"Credit Card Number",クレジットカード番号
"Credit Card Settings",クレジットカード設定
"Credit Card Type",クレジットカード会社
"Credit Card Types",クレジットカード種別
"Credit Card Verification",クレジットカード認証
"Credit Card: xxxx-%1","クレジットカード: xxxx-%1"
"Credit Memo",クレジットメモ
"Credit Memo # ","クレジットメモ #"
"Credit Memo #%1 | %3 | %2 (%4)","クレジットメモ #%1 | %3 | %2 (%4)"
"Credit Memo Comment Email Sender",クレジットメモコメントメール送信者
"Credit Memo Comment Email Template",クレジットメモコメントメールテンプレート
"Credit Memo Comment Email Template for Guest",ゲスト用のクレジットメモコメントメールテンプレート
"Credit Memo Comments",クレジットメモコメント
"Credit Memo Email Sender",クレジットメモメール送信者
"Credit Memo Email Template",クレジットメモメールテンプレート
"Credit Memo Email Template for Guest",ゲスト用のクレジットメモメールテンプレート
"Credit Memo History",クレジットメモ履歴
"Credit Memo Totals",クレジットメモの合計
"Credit Memos",クレジットメモ
"Credit card type",クレジットカードの種類
"Credit memo #%1 comment added","クレジットメモ #%1 コメント追加されました"
"Credit memo #%1 created","クレジットメモ #%1 作製されました"
"Credit memo for your %store_name order","%store_nameオーダーのクレジットメモ"
"Credit memo has not been canceled.",クレジットメモはキャンセルされていません。
"Critical System Messages",クリティカルなシステムメッセージ
Cron,定時処理
"Cron (Scheduled Tasks)","Cron（スケジュールされたタスク）"
"Cron Expression",Cron式
"Cron Schedules List",Cronスケジュール一覧
"Cron Schedules by job code",ジョブコード別のCronスケジュール
"Cron Schedules by status code",ステータスコード別のCronスケジュール
"Cron configuration options for group: ","グループ用のCron設定オプション: "
"Cross-Sell Products",クロスセル商品
Cross-sells,クロスセル
Currency,通貨
"Currency ""%1"" is used as %2 in %3.","通貨 ""%1"" %2として%3で使われています。"
"Currency Amount",通貨換算額
"Currency Conversion required to cover negative balance",通貨変換は残高マイナスをカバーすることが必須です
"Currency Options",通貨オプション
"Currency Rates",通貨レート
"Currency Rates Saved",為替レート保存
"Currency Setup",通貨セットアップ
"Currency Setup Section",通貨設定セクション
"Currency Symbols",現在の通貨記号
"Currency Update Warnings",通貨更新警報
"Currency doesn't match.",通貨が一致しません。
"Currency to Points",通貨からポイントへの換算レート
"Current Balance: ","現在の残高: "
"Current Configuration Scope:",現在の設定スコープ:
"Current Month",現在の月
"Current Month Starts",現在の月から開始
"Current Password",現在のパスワード
"Current Status: %1<br/>","現在のステータス: %1<br/>"
"Current User Identity Verification",現在のユーザー証明認証
"Current Variations",現在のバリエーション
"Current exchange rates:",現在の換算レート:
"Current implementation not supported this type (%1) of backup.","現在の実装はこのタイプ(%1)のバックアップはサポートされていません。 "
"Current store is not active.",現在のストアはアクティブではありません
"Currently Used For",現在使用されている
Custom,カスタム
